,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
103212,14280,1500,7618,12858,11680,396,1349,1359,678,692,966,937,890,977,2267,2277,3138,3018,3754,3752,2515,2447,6849,6852,7500,7508,3728,3699,3972,3976,2227,2183,5611,5587,2336,2729,1228,1155,1120,1125,6583,6551,507,507,376,368,526,600
103414,15626,1500,8504,12819,11741,614,1362,1370,690,699,968,967,992,988,2277,2278,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3972,3978,2228,2231,5611,5587,2342,2751,1186,993,1124,1125,6607,6605,507,507,380,376,596,556
103515,15557,1500,8684,9468,7803,547,1362,1370,683,695,967,968,841,850,2278,2277,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3941,3937,2228,2231,5611,5587,2342,2751,1232,1154,1124,1125,6607,6603,507,507,378,376,549,365
103818,14107,1500,8676,13263,12434,604,1361,1361,690,699,968,968,936,877,2253,2278,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3972,3978,2228,2230,5611,5587,2342,2751,1234,1155,1106,1125,6607,6605,507,507,380,376,571,472
104012,12294,1500,8850,13164,11347,624,1217,1304,690,699,943,962,954,834,2170,2248,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3710,3881,3960,2228,2208,5611,5587,2342,2751,1137,1121,1075,1108,6596,6599,507,507,380,376,408,524
104416,13802,1500,8134,12337,11736,564,1343,1345,690,699,954,922,925,846,2274,2267,3138,3018,3754,3752,2515,2469,6845,6846,7500,7508,3728,3688,3930,3930,2219,2178,5610,5587,2342,2751,1133,1146,1123,1123,6605,6604,507,507,380,376,435,183
104820,15581,1500,7710,13134,11150,614,1357,1355,690,699,962,955,832,882,2278,2274,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3899,3978,2228,2203,5611,5587,2342,2751,1233,1150,1124,1125,6607,6605,507,507,380,376,515,428
105014,15517,1500,8447,12881,11308,647,1359,1370,625,671,959,968,957,970,2239,2203,3138,3018,3754,3752,2515,2469,6849,6852,7496,7508,3728,3714,3923,3978,2228,2231,5611,5587,2342,2751,1142,1149,1119,1091,6607,6605,507,507,380,376,546,429
105115,15630,1500,6573,5005,7104,272,1361,1366,623,674,952,967,834,882,2276,2278,3114,2771,3754,3752,2511,2463,6645,6274,7500,7008,3725,3581,3476,2112,2107,1814,5611,5587,2342,2751,1207,1108,1111,1123,6607,6605,505,300,380,376,161,3
105216,14282,1500,8576,12902,10342,532,1358,1362,690,699,963,968,860,968,2221,2156,3138,3018,3754,3752,2505,2469,6849,6852,7500,7508,3702,3714,3972,3978,2227,2231,5611,5571,2319,2737,1203,1150,1106,1123,6603,6603,507,507,380,376,307,346
105620,15593,1500,8795,13157,11285,531,1307,1296,662,650,955,947,974,895,2234,2245,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3727,3714,3735,3908,2220,2228,5611,5587,2294,2751,1236,1155,1121,1077,6575,6605,507,507,380,376,386,405
105923,15161,1500,8752,13373,12227,602,1361,1370,675,652,968,957,985,952,2213,2256,3138,3018,3754,3752,2514,2469,6849,6852,7500,7508,3728,3714,3660,3929,2225,2226,5611,5587,2342,2747,1228,1115,1124,1125,6607,6605,507,507,366,368,460,442
106016,14545,1500,8772,13257,11420,603,1362,1370,681,696,968,966,982,989,2243,2185,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3968,3974,2228,2231,5611,5587,2300,2751,1236,1151,1074,1121,6607,6605,507,507,380,376,556,379
106319,14946,1500,8798,13455,11620,639,1362,1370,690,699,968,968,785,805,2277,2278,3138,3018,3754,3752,2515,2458,6849,6852,7500,7508,3728,3703,3972,3965,2191,2231,5611,5587,2337,2748,1213,1151,1008,1078,6600,6603,507,507,380,376,580,405
106521,15220,1500,8625,13625,12248,538,1357,1348,690,699,968,963,911,979,2275,2263,3138,3018,3754,3752,2515,2469,6849,6845,7500,7508,3728,3714,3972,3978,2228,2230,5611,5587,2342,2746,1210,1046,1119,1125,6607,6595,507,507,380,376,446,552
106824,15314,1500,8833,12479,10547,584,1362,1370,690,699,968,964,992,973,2269,2278,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3727,3712,3969,3734,2228,2231,5611,5587,2342,2751,1232,1155,1115,1125,6603,6605,507,507,380,376,476,299
107018,14761,1500,8742,13547,11176,632,1344,1350,690,699,968,968,988,976,2271,2275,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3972,3978,2228,2231,5611,5561,2342,2751,1218,1154,1094,1102,6600,6605,507,507,378,376,596,600
107321,15286,1500,8828,13579,12458,561,1362,1370,690,699,968,964,818,891,2268,2276,3138,3018,3754,3752,2513,2465,6849,6852,7500,7508,3728,3714,3956,3978,2145,2212,5611,5587,2342,2750,1206,1098,1120,1125,6606,6594,507,507,380,376,562,589
107422,13774,1500,8524,13492,12536,566,1286,1296,690,699,933,938,977,986,2264,2278,3138,3018,3754,3752,2515,2469,6849,6848,7500,7508,3728,3714,3972,3978,2228,2219,5610,5587,2342,2729,1206,1093,1122,1123,6604,6602,507,507,378,357,501,580
107725,15460,1498,8607,13365,11720,617,1362,1370,690,699,966,965,987,917,2270,2278,3138,3018,3754,3752,2512,2469,6849,6852,7500,7508,3728,3714,3972,3978,2228,2231,5611,5587,2342,2751,1200,1141,1124,1125,6597,6597,507,507,380,376,580,450
108020,13797,1479,8740,13534,10721,324,1359,1353,690,699,944,955,969,990,2278,2278,3127,3018,3754,3752,2512,2469,6802,6852,7500,7508,3728,3714,3972,3978,2220,2218,5611,5587,2306,2714,1191,1151,1115,1124,6559,6599,507,507,380,376,596,483
108121,14669,1494,8840,13658,12027,657,1362,1362,690,699,968,966,990,992,2278,2278,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3961,3973,2228,2231,5611,5587,2342,2751,1235,1155,1120,1124,6607,6605,507,507,380,376,532,468
108222,13887,1500,8704,12326,10031,596,1297,1292,690,690,959,935,872,736,2262,2255,3138,3016,3754,3752,2511,2469,6849,6852,7500,7508,3716,3710,3972,3885,2228,2231,5611,5587,2342,2751,1212,1103,1105,1125,6600,6557,507,507,372,374,473,226
108323,15554,1500,8810,13662,12608,636,1362,1370,677,699,968,968,973,992,2278,2277,3138,3018,3754,3752,2515,2469,6849,6847,7500,7508,3728,3714,3972,3909,2226,2228,5611,5587,2338,2751,1200,1114,1124,1125,6607,6605,507,507,380,376,591,430
108525,15625,1500,8725,13575,12670,595,1315,1316,678,696,964,968,971,918,2270,2274,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3947,3806,2228,2231,5611,5584,2342,2751,1223,1141,1109,1125,6607,6595,507,507,380,376,569,433
108828,14962,1495,8642,12980,12415,185,1357,1363,690,699,962,968,923,965,2259,2276,3138,3014,3754,3752,2495,2468,6849,6852,7494,7505,3678,3676,3931,3960,2228,2231,5611,5587,2342,2751,1178,1145,1044,1125,6607,6602,507,507,380,376,475,288
109123,15337,1488,8690,13031,11577,295,1359,1370,690,697,960,964,966,985,2278,2278,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3699,3802,3820,2227,2163,5611,5581,2340,2751,1217,1079,1124,1125,6607,6605,507,507,380,376,135,97
109830,15504,1500,8801,13663,12624,603,1362,1370,690,699,960,968,831,927,2278,2278,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3958,3978,2227,2220,5611,5587,2341,2751,1235,1142,1099,1124,6607,6605,507,507,380,376,567,503
110007,15031,1477,8822,13664,12116,588,1362,1369,690,699,968,962,943,980,2278,2278,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3972,3974,2228,2229,5611,5587,2342,2751,1236,1155,1124,1125,6607,6604,507,507,380,376,596,577
110411,14696,1500,8653,12755,12706,518,1362,1366,690,699,968,967,987,971,2278,2277,3138,3018,3754,3752,2515,2469,6849,6852,7499,7508,3728,3714,3963,3977,2228,2231,5611,5587,2342,2741,1210,1071,1111,1122,6607,6605,507,507,380,376,504,485
110613,14190,1500,8755,13559,12516,513,1297,1320,690,699,964,963,944,979,2277,2275,3138,3018,3754,3752,2515,2467,6849,6843,7500,7508,3728,3714,3954,3961,2221,2230,5595,5579,2342,2723,1231,1150,1124,1125,6607,6589,507,507,380,370,592,600
111009,14946,1500,8741,9281,7081,583,1359,1369,690,699,968,968,902,958,2277,2271,3138,3018,3754,3752,2510,2469,6849,6852,7497,7508,3709,3714,3879,3857,2228,2231,5611,5587,2342,2751,1236,1155,1123,1125,6593,6605,507,507,380,376,280,221
111211,15040,1500,8694,12071,11287,575,1361,1370,681,681,967,966,858,688,2258,2267,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3877,3905,2228,2231,5611,5587,2342,2751,1213,1101,1123,1119,6605,6605,507,507,380,376,361,534
111312,14674,1500,7814,9159,12297,547,1317,1335,681,693,960,955,836,797,2241,2251,3138,3018,3754,3752,2489,2444,6849,6850,7497,7465,3667,3583,3954,3893,2224,2221,5605,5587,2342,2751,1236,1138,1123,1122,6607,6603,507,507,380,376,350,192
111413,14273,1500,8837,13120,10985,653,1348,1365,690,699,968,956,962,955,2162,2224,3138,3018,3754,3752,2515,2469,6849,6848,7500,7480,3728,3675,3972,3978,2228,2231,5611,5580,2329,2751,1196,1145,1124,1125,6607,6605,507,507,374,376,378,190
111514,15195,1500,8412,12672,11808,600,1362,1362,690,699,968,962,949,815,2274,2270,3138,3018,3754,3752,2497,2373,6849,6852,7500,7508,3716,3577,3751,3599,2228,2100,5611,5579,2342,2751,1167,1043,1114,1118,6607,6605,507,507,380,376,48,6
111716,14603,1500,8025,13282,11221,627,1361,1370,668,676,957,968,962,940,2208,2213,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3727,3714,3692,3967,2228,2229,5611,5587,2328,2740,1236,1128,1121,1123,6598,6570,507,507,380,370,217,108
112112,14422,1500,8095,9788,10886,488,1289,1303,690,699,845,922,942,786,2272,2278,3138,2994,3754,3752,2515,2469,6849,6845,7500,7508,3728,3714,3959,3958,2227,2231,5611,5587,2342,2751,1124,1144,1092,1125,6604,6598,507,504,380,376,577,522
112314,12447,1500,8789,13479,12180,629,1245,1216,690,699,948,942,844,918,2120,2119,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3972,3963,2228,2231,5611,5587,2342,2749,1109,995,1114,1124,6604,6605,507,507,380,376,596,600
112516,14890,1500,8678,13497,12642,624,1359,1370,690,698,968,967,946,961,2278,2267,3138,3018,3754,3752,2515,2469,6849,6809,7500,7508,3728,3714,3970,3977,2228,2227,5611,5585,2337,2706,1210,1133,1117,1120,6602,6600,507,507,380,376,492,560
112819,15257,1500,8639,13264,11246,645,1362,1364,690,699,967,968,965,987,2277,2275,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3971,3960,2228,2231,5611,5587,2342,2751,1227,1042,1099,1116,6607,6605,507,507,380,368,588,566
112920,14337,1500,8659,11846,11683,555,1320,1331,688,698,937,897,970,969,2256,2273,3138,3018,3754,3752,2515,2469,6843,6841,7500,7508,3715,3704,3972,3978,2228,2231,5611,5587,2342,2751,1184,1114,1092,1118,6594,6605,507,507,380,376,428,434
113215,15161,1500,8847,13568,12531,639,1361,1367,663,678,968,968,954,947,2265,2247,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3710,3714,3972,3978,2227,2231,5611,5587,2320,2747,1234,1138,1122,1108,6607,6589,507,507,380,376,464,565
113316,14029,1500,8779,13397,12315,646,1280,1288,690,699,948,968,938,802,2249,2197,3138,3018,3754,3752,2513,2467,6849,6852,7500,7508,3728,3705,3905,3945,2222,2230,5611,5587,2341,2689,1196,1043,1124,1124,6587,6574,507,507,380,376,596,572
113619,15551,1500,8644,13447,12246,641,1362,1370,690,699,965,967,991,985,2278,2275,3138,3018,3754,3752,2511,2469,6849,6852,7497,7508,3718,3714,3969,3963,2207,2224,5611,5587,2342,2751,1157,1096,1067,1125,6607,6603,507,507,380,327,355,175
113821,13993,1500,8841,13144,11631,553,1334,1370,690,699,947,959,893,715,2226,2264,3138,3018,3754,3752,2515,2469,6848,6852,7500,7508,3723,3714,3972,3971,2226,2230,5611,5587,2331,2751,1227,1131,1124,1125,6602,6576,507,507,380,376,560,594
113922,13677,1500,8724,10597,8817,519,1289,1297,690,699,950,966,909,714,2274,2222,2995,2962,3754,3752,2515,2469,6531,6789,7499,7508,3728,3714,3972,3978,2228,2231,5611,5587,2342,2751,1220,1145,1112,1125,6606,6605,449,491,372,360,381,513
114116,15005,1489,8749,13524,11710,562,1361,1368,690,699,953,967,964,971,2278,2278,3138,3018,3754,3752,2515,2469,6849,6835,7500,7508,3728,3714,3972,3978,2228,2231,5611,5579,2339,2751,1225,1152,1124,1125,6606,6587,507,507,380,376,580,600
114217,15353,1500,7744,12331,10413,577,1362,1370,690,699,968,968,784,770,2278,2278,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3971,3977,2228,2214,5611,5587,2342,2751,1178,1132,1123,1122,6603,6594,507,507,380,376,569,474
114318,15436,1500,8848,13680,12498,625,1362,1370,689,699,968,968,990,992,2278,2278,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3972,3978,2227,2206,5611,5587,2342,2751,1212,1144,1124,1125,6607,6585,507,507,380,376,596,600
114419,15633,1500,8713,13667,12476,548,1360,1370,689,698,968,968,967,972,2268,2275,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3923,3960,2228,2231,5611,5587,2342,2749,1156,935,1124,1125,6607,6605,507,507,380,376,552,600
114621,13982,1500,8787,12478,10692,373,1361,1365,690,699,965,939,762,952,2277,2266,3138,3018,3754,3752,2391,2456,6849,6852,7476,7506,3619,3665,3729,3836,2222,2231,5611,5587,2342,2751,1200,1096,1122,1125,6607,6605,507,507,380,376,81,0
114823,15444,1500,8705,13143,11556,627,1360,1370,650,650,958,965,988,947,2246,2254,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3960,3892,2228,2228,5611,5587,2340,2751,1236,1143,1124,1125,6596,6605,507,507,378,376,458,252
115017,15206,1500,8765,13469,10763,656,1362,1362,690,699,967,959,961,972,2278,2277,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3971,3965,2228,2231,5611,5587,2342,2751,1204,1140,1123,1125,6607,6595,507,507,380,376,596,568
115219,13435,1482,8780,13535,12154,648,1347,1370,672,655,966,968,972,968,2243,2263,3138,3018,3754,3752,2511,2469,6845,6852,7500,7508,3722,3714,3948,3974,2225,2231,5610,5587,2342,2745,1210,1050,1123,1125,6600,6601,507,507,380,368,589,598
115320,15459,1500,8153,11747,11350,599,1361,1369,690,699,950,968,985,850,2275,2278,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3966,3898,2228,2214,5611,5587,2342,2751,1144,1030,1124,1124,6598,6605,507,507,380,376,362,394
115724,13635,1500,8840,13701,12671,602,1268,1283,689,699,913,805,958,960,2259,2261,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3709,3714,3967,3978,2228,2231,5611,5587,2342,2751,1154,1030,1117,1125,6598,6605,507,507,375,376,596,600
115825,15251,1500,8577,13011,9909,611,1350,1361,690,699,963,952,695,843,2278,2278,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3969,3978,2171,2231,5611,5587,2342,2747,1221,1132,1123,1125,6604,6604,507,507,380,376,550,579
116221,15483,1500,8724,13401,12524,613,1360,1367,636,641,961,946,969,941,2115,2120,3138,3018,3754,3752,2515,2469,6848,6851,7494,7507,3721,3710,3970,3978,2228,2221,5607,5586,2328,2692,1209,1104,1097,1115,6568,6597,507,507,380,368,566,420
116423,15269,1500,7323,11327,12049,536,1312,1291,682,698,891,880,878,758,2257,2275,3138,3018,3754,3752,2515,2465,6849,6819,7500,7508,3728,3710,3956,3635,2188,2060,5606,5575,2342,2751,1236,1152,1056,1066,6597,6605,507,507,380,376,511,118
116524,15517,1500,7123,11486,11779,572,1362,1370,682,696,957,947,692,804,2278,2258,3138,3018,3754,3752,2510,2468,6849,6852,7500,7508,3693,3714,3308,2677,2218,2220,5611,5587,2342,2751,1177,1132,1124,1125,6592,6587,507,507,380,376,328,38
116726,15543,1500,8647,12106,10097,614,1347,1363,690,699,885,968,593,746,2278,2278,3138,3018,3754,3752,2515,2469,6849,6847,7500,7508,3728,3714,3945,3613,2228,2175,5611,5587,2342,2751,1236,1155,1036,1124,6589,6605,507,507,380,376,283,52
117021,15129,1500,8804,13483,12558,643,1357,1367,690,699,958,950,719,803,2278,2254,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3969,3972,2219,2231,5611,5587,2327,2751,1209,1151,1103,1125,6602,6605,507,507,380,376,502,419
117122,14832,1496,8761,12516,11067,503,1359,1370,690,699,961,960,873,892,2278,2278,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3708,3972,3961,2228,2231,5611,5587,2342,2751,1227,1155,1124,1125,6607,6605,507,507,377,376,517,157
117324,14836,1500,8778,13259,12063,519,1316,1336,689,697,932,945,921,951,2225,2245,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3968,3976,2228,2231,5611,5587,2342,2741,1231,1136,1098,1123,6603,6600,507,507,380,376,583,571
118023,14959,1500,8800,13291,11545,650,1362,1365,690,699,968,967,986,991,2278,2139,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3972,3978,2228,2231,5611,5587,2342,2751,1199,1134,1116,1121,6607,6605,507,507,380,374,596,598
118124,15079,1500,8806,13188,11239,558,1360,1370,690,699,968,968,718,781,2270,2261,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3972,3972,2228,2230,5570,5581,2342,2751,1150,1149,1102,1125,6601,6605,507,507,378,376,596,573
118225,14603,1500,8557,12930,9970,591,1268,1314,688,692,863,824,966,911,2230,2260,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3964,3950,2228,2231,5611,5507,2339,2751,1175,1138,1121,1125,6607,6605,507,507,380,376,473,506
118528,15616,1500,8565,13316,12468,648,1362,1370,685,698,968,964,884,787,2278,2243,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3972,3978,2212,2231,5610,5587,2324,2655,1222,1145,1120,1107,6607,6593,507,507,380,376,548,574
118730,14904,1500,8624,13083,11129,567,1362,1363,688,699,952,964,893,960,2253,2223,3138,3018,3754,3752,2504,2463,6849,6852,7497,7499,3693,3713,3932,3962,2228,2226,5611,5580,2306,2485,1216,1136,1117,1125,6600,6478,507,507,380,376,141,335
118831,13792,1500,8424,12250,12264,557,1251,1256,690,699,800,949,720,626,2278,2268,3138,3018,3754,3752,2515,2469,6849,6851,7500,7508,3728,3714,3923,3872,2228,2220,5611,5587,2341,2751,1168,1138,1032,1098,6607,6605,507,507,380,376,344,230
118932,15396,1500,8747,13401,11864,478,1362,1370,690,699,966,968,974,906,2278,2278,3138,3018,3754,3752,2515,2437,6849,6852,7500,7505,3707,3577,3971,3681,2228,2158,5611,5587,2342,2743,1203,1145,1124,1113,6592,6605,507,507,380,376,275,10
119025,15159,1500,8803,13482,12469,652,1341,1333,690,698,967,955,987,939,2225,2275,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3721,3711,3972,3935,2228,2206,5608,5587,2339,2751,1097,979,1081,1065,6600,6539,507,507,380,376,596,600
119126,15564,1500,8692,12985,12099,513,1362,1370,685,698,955,968,847,955,2278,2278,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3971,3956,2161,2229,5611,5587,2342,2751,1149,1043,1124,1120,6607,6605,507,507,380,376,476,573
119732,15632,1500,8044,11145,10140,644,1360,1368,669,671,931,968,969,980,2275,2274,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3972,3978,2228,2231,5610,5587,2342,2751,1159,1134,1099,1125,6607,6605,507,507,380,376,596,589
119833,15211,1500,8851,13602,12596,597,1362,1370,690,699,968,963,915,983,2255,2209,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3969,3972,2223,2159,5611,5584,2342,2751,1112,934,1115,1070,6602,6596,507,507,380,376,535,590
120010,15013,1500,8577,13399,12020,640,1361,1368,637,633,962,933,818,852,2269,2243,3138,3018,3754,3752,2514,2469,6849,6852,7500,7508,3728,3712,3956,3972,2228,2231,5611,5587,2268,2749,1210,1140,1116,1125,6607,6584,507,507,380,376,510,600
120111,13686,1500,8816,13414,11868,643,1362,1355,690,699,968,964,979,991,2123,2218,3138,3018,3754,3752,2515,2467,6849,6852,7500,7508,3728,3712,3972,3977,2206,2231,5611,5587,2342,2751,1195,939,1063,1117,6591,6605,507,507,366,376,581,576
120212,15358,1500,7466,12055,10444,490,1362,1369,671,690,968,967,835,975,2272,2243,3138,3018,3754,3752,2508,2469,6849,6852,7496,7508,3690,3714,3549,3818,2197,2218,5611,5587,2342,2751,1230,1148,1030,1101,6607,6578,507,507,380,376,239,383
120414,14549,1496,8167,11504,10115,376,1333,1346,690,699,968,968,901,866,2277,2278,3138,3018,3754,3752,2508,2455,6849,6852,7500,7508,3719,3700,3972,3970,2228,2231,5611,5587,2342,2751,1230,1154,1124,1125,6601,6585,507,507,380,376,308,134
120515,15358,1500,8556,11690,11498,593,1346,1349,690,699,966,968,601,689,2278,2278,3138,3018,3754,3752,2515,2469,6832,6852,7500,7508,3728,3714,3955,3976,2207,2205,5611,5587,2342,2751,1236,1154,1124,1125,6605,6605,507,507,380,376,545,438
120717,15341,1500,5992,7637,7868,489,1328,1321,690,699,966,966,781,683,2278,2278,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3725,3714,3971,3711,2225,2225,5611,5587,2342,2751,1214,1114,1100,1125,6589,6546,507,507,380,376,226,172
121416,14502,1500,6418,3227,8923,418,1356,1313,690,695,965,933,935,992,2273,2227,3036,2932,3754,3752,2474,2461,6737,6731,7086,7312,3177,3550,3925,3831,2209,2183,5611,5587,2335,2749,1181,1046,1042,1105,6605,6596,507,482,380,376,82,47
121618,14014,1500,8734,13281,12679,613,1332,1361,690,699,927,908,763,773,2277,2276,3138,3018,3754,3752,2515,2469,6849,6852,7500,7508,3728,3714,3972,3978,2228,2231,5611,5587,2336,2716,1128,1122,1116,1120,6606,6605,507,507,380,376,596,552
121719,14553,1498,7827,12107,10589,645,1334,1331,673,695,944,906,762,879,2218,2261,3138,3018,3754,3752,2509,2469,6849,6852,7498,7508,3713,3684,3897,3934,2224,2208,5611,5587,2342,2751,1236,1155,1123,1124,6602,6602,507,507,380,375,305,9
